,customer_number,offer_accepted,reward,mailer_type,income_level,bank_accounts_open,overdraft_protection,credit_rating,credit_cards_held,homes_owned,household_size,own_your_home,average_balance,q1_balance,q2_balance,q3_balance,q4_balance
10503,10504,No,Air Miles,Postcard,Low,2,No,Low,2,3,4,No,920.5,1357.0,896.0,1296.0,133.0
10504,10505,No,Air Miles,Postcard,High,2,No,Medium,2,1,2,Yes,1020.0,1030.0,546.0,1347.0,1157.0
10505,10506,No,Points,Postcard,Medium,1,No,High,2,2,2,Yes,756.25,809.0,561.0,916.0,739.0
10506,10507,No,Cash Back,Letter,Medium,1,No,Medium,2,1,4,No,1012.5,58.0,1006.0,1475.0,1511.0
10507,10508,No,Points,Postcard,High,1,No,High,2,1,3,Yes,1165.5,342.0,1738.0,1885.0,697.0
10508,10509,No,Cash Back,Letter,High,1,No,High,2,2,3,Yes,225.0,159.0,255.0,476.0,10.0
10509,10510,No,Air Miles,Letter,High,1,Yes,Low,2,1,4,Yes,1219.75,266.0,1244.0,1420.0,1949.0
10510,10511,Yes,Air Miles,Postcard,Low,1,No,Low,4,1,4,Yes,806.5,245.0,1102.0,1315.0,564.0
10511,10512,No,Points,Letter,Medium,1,No,Medium,2,1,3,Yes,1066.75,1899.0,1316.0,828.0,224.0
10512,10513,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,4,Yes,977.0,303.0,1172.0,1509.0,924.0
10513,10514,No,Cash Back,Postcard,Medium,1,No,High,2,2,4,Yes,1210.5,774.0,1297.0,1385.0,1386.0
10514,10515,No,Air Miles,Letter,High,1,No,Medium,3,2,4,Yes,795.0,336.0,819.0,1445.0,580.0
10515,10516,No,Air Miles,Postcard,High,1,No,Low,1,1,5,Yes,1043.75,300.0,868.0,1120.0,1887.0
10516,10517,No,Points,Postcard,Medium,1,No,High,2,1,4,Yes,1109.0,1212.0,1551.0,667.0,1006.0
10517,10518,No,Points,Letter,Medium,1,Yes,Medium,1,1,2,Yes,877.75,1395.0,854.0,954.0,308.0
10518,10519,No,Points,Letter,Medium,1,No,Medium,2,2,6,Yes,365.25,432.0,302.0,368.0,359.0
10519,10520,No,Cash Back,Letter,Medium,2,No,High,1,2,3,Yes,1315.0,985.0,1693.0,1859.0,723.0
10520,10521,No,Cash Back,Letter,Medium,1,No,Medium,3,1,5,Yes,1139.75,739.0,1039.0,1998.0,783.0
10521,10522,No,Points,Letter,Medium,1,No,Low,2,1,3,Yes,726.25,725.0,981.0,526.0,673.0
10522,10523,No,Cash Back,Letter,Medium,1,No,High,2,1,3,Yes,1014.0,319.0,1324.0,967.0,1446.0
10523,10524,No,Cash Back,Letter,Low,1,No,Low,3,1,3,No,228.5,18.0,460.0,16.0,420.0
10524,10525,No,Points,Letter,Low,2,Yes,Medium,3,1,2,Yes,728.0,403.0,440.0,1250.0,819.0
10525,10526,No,Cash Back,Postcard,Medium,2,No,Medium,3,1,4,Yes,1199.75,766.0,585.0,1987.0,1461.0
10526,10527,No,Cash Back,Letter,Medium,1,No,Low,3,1,4,Yes,1675.25,1481.0,1223.0,2230.0,1767.0
10527,10528,No,Air Miles,Letter,Medium,1,No,High,1,2,5,No,999.0,1950.0,1016.0,923.0,107.0
10528,10529,No,Cash Back,Letter,High,1,Yes,Low,2,1,2,Yes,301.25,132.0,393.0,388.0,292.0
10529,10530,No,Points,Postcard,Medium,2,No,Low,2,1,3,No,1068.0,1890.0,1176.0,999.0,207.0
10530,10531,No,Points,Postcard,Medium,1,No,Medium,1,1,4,No,957.0,1403.0,1169.0,739.0,517.0
10531,10532,No,Points,Letter,Low,2,No,High,2,1,4,Yes,1017.5,1856.0,1261.0,795.0,158.0
10532,10533,No,Air Miles,Postcard,Low,1,No,Medium,3,2,3,Yes,998.0,692.0,908.0,1843.0,549.0
10533,10534,No,Points,Letter,Low,1,Yes,Low,1,2,1,No,1200.25,1037.0,1129.0,1175.0,1460.0
10534,10535,No,Air Miles,Letter,High,1,No,High,2,1,2,No,620.25,622.0,723.0,503.0,633.0
10535,10536,No,Cash Back,Postcard,Medium,2,No,Medium,1,1,3,Yes,653.0,727.0,555.0,567.0,763.0
10536,10537,No,Points,Postcard,Low,1,No,Medium,2,1,5,Yes,1320.25,956.0,820.0,1756.0,1749.0
10537,10538,No,Cash Back,Postcard,Medium,1,Yes,Medium,3,1,1,Yes,1157.5,389.0,1230.0,2263.0,748.0
10538,10539,No,Cash Back,Letter,Medium,2,No,Medium,1,1,4,Yes,274.5,389.0,193.0,157.0,359.0
10539,10540,No,Points,Postcard,Medium,1,No,Low,1,1,3,No,692.5,841.0,620.0,530.0,779.0
10540,10541,No,Points,Postcard,Medium,1,No,Medium,1,1,2,Yes,393.5,492.0,136.0,447.0,499.0
10541,10542,No,Air Miles,Letter,Medium,1,No,Medium,2,1,3,Yes,429.5,438.0,413.0,390.0,477.0
10542,10543,No,Cash Back,Letter,Medium,2,No,Low,3,1,5,Yes,1232.5,733.0,1684.0,946.0,1567.0
10543,10544,No,Air Miles,Postcard,Low,1,No,Medium,3,1,3,Yes,1120.75,234.0,1683.0,1681.0,885.0
10544,10545,No,Air Miles,Letter,High,1,No,High,2,1,2,No,1128.75,777.0,820.0,1963.0,955.0
10545,10546,No,Air Miles,Postcard,Medium,2,Yes,Low,3,1,3,No,1721.5,1771.0,1953.0,1533.0,1629.0
10546,10547,No,Cash Back,Postcard,High,1,No,Medium,3,1,3,Yes,877.5,152.0,944.0,1841.0,573.0
10547,10548,No,Points,Postcard,High,1,No,Low,2,1,4,No,1095.75,1606.0,1366.0,916.0,495.0
10548,10549,No,Points,Letter,Medium,1,No,Low,2,1,3,No,865.75,322.0,791.0,1140.0,1210.0
10549,10550,No,Air Miles,Letter,Medium,2,No,High,1,2,5,No,1373.25,703.0,1747.0,2070.0,973.0
10550,10551,No,Cash Back,Postcard,Medium,1,No,High,2,1,4,No,1333.25,798.0,1335.0,1340.0,1860.0
10551,10552,No,Air Miles,Letter,Medium,1,No,Low,2,1,2,Yes,1514.0,1382.0,1604.0,1579.0,1491.0
10552,10553,No,Cash Back,Postcard,High,1,No,Medium,2,1,4,Yes,958.0,1227.0,1219.0,1271.0,115.0
10553,10554,No,Points,Postcard,Low,1,No,Medium,2,1,2,Yes,1252.75,802.0,1563.0,2031.0,615.0
10554,10555,Yes,Cash Back,Postcard,Medium,1,No,Low,1,3,4,No,1044.5,1932.0,1242.0,845.0,159.0
10555,10556,No,Points,Postcard,Medium,1,No,Medium,2,1,4,Yes,1199.0,232.0,1174.0,1392.0,1998.0
10556,10557,No,Points,Postcard,Low,1,No,Medium,2,2,4,No,1386.25,898.0,1316.0,1298.0,2033.0
10557,10558,No,Cash Back,Letter,Low,1,No,Medium,2,1,3,No,988.25,190.0,841.0,1875.0,1047.0
10558,10559,No,Cash Back,Letter,Medium,2,No,Low,1,1,5,Yes,1030.0,546.0,1103.0,1844.0,627.0
10559,10560,No,Cash Back,Postcard,High,2,No,Low,3,1,4,No,1041.75,1840.0,1140.0,918.0,269.0
10560,10561,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,4,Yes,772.5,562.0,853.0,886.0,789.0
10561,10562,No,Points,Letter,Low,1,No,Low,1,1,5,No,412.0,456.0,465.0,425.0,302.0
10562,10563,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,4,Yes,205.5,320.0,280.0,9.0,213.0
10563,10564,No,Points,Letter,Low,1,No,High,1,1,4,No,1006.75,1380.0,1590.0,421.0,636.0
10564,10565,No,Points,Postcard,High,1,No,High,2,1,3,Yes,1022.5,1504.0,1475.0,805.0,306.0
10565,10566,No,Points,Letter,Low,1,No,High,2,1,4,No,1002.0,1706.0,1117.0,884.0,301.0
10566,10567,No,Points,Letter,High,1,No,Medium,2,1,4,Yes,1018.0,812.0,1275.0,813.0,1172.0
10567,10568,No,Points,Letter,High,2,Yes,Low,1,2,4,Yes,184.5,225.0,246.0,60.0,207.0
10568,10569,No,Air Miles,Postcard,Medium,1,Yes,High,2,1,1,Yes,912.0,173.0,817.0,1671.0,987.0
10569,10570,No,Air Miles,Postcard,High,1,No,Medium,2,1,2,Yes,280.25,297.0,114.0,459.0,251.0
10570,10571,No,Air Miles,Postcard,Medium,1,No,High,2,1,3,Yes,1255.75,725.0,409.0,2291.0,1598.0
10571,10572,No,Points,Letter,Medium,1,No,Medium,1,1,2,Yes,980.25,142.0,1187.0,879.0,1713.0
10572,10573,No,Points,Letter,Medium,1,No,Low,3,1,2,No,1185.75,386.0,1515.0,1710.0,1132.0
10573,10574,No,Air Miles,Letter,Medium,2,No,Medium,1,1,3,No,1046.75,757.0,1347.0,1233.0,850.0
10574,10575,No,Air Miles,Letter,Low,1,No,High,1,2,5,Yes,855.75,1296.0,829.0,491.0,807.0
10575,10576,No,Air Miles,Postcard,Medium,2,No,High,3,1,4,No,1848.75,1765.0,1988.0,1875.0,1767.0
10576,10577,No,Points,Letter,Medium,3,No,High,1,1,2,Yes,2609.5,2310.0,3421.0,2802.0,1905.0
10577,10578,No,Air Miles,Letter,Medium,1,No,High,1,3,2,Yes,1321.25,919.0,989.0,1577.0,1800.0
10578,10579,No,Points,Postcard,High,1,No,Medium,1,1,3,No,1375.25,846.0,1449.0,2075.0,1131.0
10579,10580,No,Cash Back,Letter,High,2,No,Low,2,1,4,Yes,1183.0,784.0,1271.0,1700.0,977.0
10580,10581,No,Cash Back,Postcard,Medium,1,No,High,1,1,3,No,577.75,651.0,518.0,595.0,547.0
10581,10582,No,Air Miles,Postcard,High,2,No,High,1,1,4,No,324.75,400.0,338.0,185.0,376.0
10582,10583,No,Points,Letter,High,1,No,Medium,1,1,4,No,1124.25,1647.0,1417.0,806.0,627.0
10583,10584,No,Points,Letter,High,1,No,Medium,1,2,3,Yes,988.5,333.0,566.0,1500.0,1555.0
10584,10585,No,Points,Postcard,Low,1,Yes,Medium,2,1,4,Yes,843.0,155.0,1296.0,1206.0,715.0
10585,10586,No,Air Miles,Postcard,Low,1,Yes,Medium,1,1,3,Yes,771.5,870.0,731.0,843.0,642.0
10586,10587,Yes,Points,Postcard,Low,1,Yes,Low,3,2,5,Yes,326.75,174.0,402.0,336.0,395.0
10587,10588,No,Cash Back,Letter,Medium,1,No,High,3,1,4,No,1310.25,836.0,1231.0,1973.0,1201.0
10588,10589,No,Air Miles,Letter,Medium,1,No,High,2,1,4,No,256.0,228.0,480.0,254.0,62.0
10589,10590,No,Points,Letter,Medium,1,Yes,High,2,2,5,Yes,1370.0,1998.0,1364.0,1216.0,902.0
10590,10591,No,Cash Back,Postcard,Medium,1,No,High,2,1,2,No,947.0,1730.0,1306.0,655.0,97.0
10591,10592,No,Air Miles,Letter,Medium,1,No,Medium,1,1,3,Yes,1244.25,914.0,1556.0,1822.0,685.0
10592,10593,No,Points,Letter,Medium,1,No,Medium,1,1,5,Yes,1096.5,810.0,1291.0,1842.0,443.0
10593,10594,No,Points,Letter,Medium,2,Yes,Low,1,1,4,No,235.0,284.0,177.0,192.0,287.0
10594,10595,No,Points,Letter,Medium,1,No,High,3,1,5,Yes,1055.25,182.0,1372.0,1026.0,1641.0
10595,10596,No,Air Miles,Postcard,Medium,1,No,Medium,1,1,4,Yes,864.5,752.0,964.0,973.0,769.0
10596,10597,No,Air Miles,Postcard,Medium,1,No,Medium,1,1,4,Yes,918.75,431.0,417.0,2263.0,564.0
10597,10598,No,Air Miles,Postcard,Medium,1,Yes,Low,3,1,4,Yes,1145.75,1816.0,1703.0,815.0,249.0
10598,10599,No,Cash Back,Postcard,Medium,1,No,Low,2,1,2,Yes,798.25,307.0,449.0,1310.0,1127.0
10599,10600,No,Points,Letter,Medium,1,No,Low,1,1,3,Yes,710.0,508.0,932.0,774.0,626.0
10600,10601,No,Points,Letter,Low,1,Yes,Low,2,1,4,Yes,1164.0,2181.0,1490.0,814.0,171.0
10601,10602,No,Points,Letter,Low,1,No,Medium,1,2,4,No,1449.5,1013.0,1341.0,1602.0,1842.0
10602,10603,No,Points,Letter,Low,1,No,Low,2,1,4,Yes,936.75,417.0,1039.0,1646.0,645.0
10603,10604,No,Cash Back,Letter,Medium,1,No,Low,2,2,3,Yes,1397.75,1908.0,1693.0,1048.0,942.0
10604,10605,No,Points,Postcard,High,2,No,High,1,1,3,Yes,738.75,645.0,879.0,738.0,693.0
10605,10606,No,Air Miles,Letter,Medium,1,No,Medium,3,1,6,Yes,1172.0,254.0,1376.0,1834.0,1224.0
10606,10607,No,Points,Postcard,Low,1,No,High,4,1,4,No,1118.75,136.0,679.0,1729.0,1931.0
10607,10608,No,Points,Postcard,Medium,1,Yes,Medium,2,1,2,No,1364.75,261.0,1739.0,2233.0,1226.0
10608,10609,No,Points,Postcard,High,3,Yes,Medium,2,1,3,Yes,1035.0,730.0,1492.0,1354.0,564.0
10609,10610,No,Points,Postcard,Medium,1,No,Medium,1,1,4,Yes,960.5,1328.0,1190.0,537.0,787.0
10610,10611,No,Points,Postcard,Medium,1,No,High,2,1,5,Yes,792.0,834.0,833.0,932.0,569.0
10611,10612,No,Cash Back,Postcard,Low,1,No,Medium,3,1,4,Yes,855.0,1752.0,1107.0,527.0,34.0
10612,10613,No,Points,Postcard,High,1,Yes,Medium,1,1,5,No,303.25,3.0,347.0,459.0,404.0
10613,10614,No,Cash Back,Postcard,High,1,No,Low,1,2,4,Yes,1269.25,1938.0,1652.0,773.0,714.0
10614,10615,No,Points,Postcard,Medium,1,No,High,1,1,3,Yes,1071.25,795.0,748.0,889.0,1853.0
10615,10616,No,Air Miles,Letter,Medium,1,No,Low,3,1,4,Yes,1218.5,780.0,1125.0,1765.0,1204.0
10616,10617,No,Points,Letter,Low,1,No,High,3,1,2,Yes,1003.25,1781.0,1143.0,932.0,157.0
10617,10618,No,Air Miles,Letter,Low,2,No,High,1,3,3,Yes,1183.5,882.0,995.0,1621.0,1236.0
10618,10619,No,Cash Back,Letter,Medium,1,No,High,2,1,5,Yes,1020.0,325.0,1427.0,1639.0,689.0
10619,10620,No,Cash Back,Postcard,Low,1,No,Medium,2,2,3,Yes,798.25,775.0,935.0,977.0,506.0
10620,10621,No,Cash Back,Postcard,High,2,No,Low,1,1,4,Yes,1077.75,2035.0,870.0,1096.0,310.0
10621,10622,No,Cash Back,Postcard,Low,1,No,Medium,2,1,5,No,1236.0,2111.0,1330.0,649.0,854.0
10622,10623,No,Cash Back,Postcard,Medium,1,No,Low,2,1,4,No,942.0,959.0,518.0,1043.0,1248.0
10623,10624,No,Points,Letter,Medium,1,No,Low,1,1,6,Yes,1391.5,1448.0,1745.0,1377.0,996.0
10624,10625,No,Cash Back,Letter,Low,1,No,Medium,1,1,1,No,948.5,1655.0,1413.0,505.0,221.0
10625,10626,No,Points,Postcard,Low,1,No,High,2,1,2,Yes,1152.25,1804.0,1440.0,942.0,423.0
10626,10627,No,Cash Back,Postcard,Medium,2,No,Medium,4,1,4,Yes,1211.75,1091.0,658.0,2002.0,1096.0
10627,10628,No,Air Miles,Postcard,Medium,1,No,Medium,3,1,4,No,929.0,1652.0,1331.0,714.0,19.0
10628,10629,No,Cash Back,Postcard,High,1,Yes,Medium,2,1,6,No,166.25,63.0,469.0,62.0,71.0
10629,10630,No,Air Miles,Letter,High,1,Yes,Low,3,2,2,No,267.25,254.0,428.0,84.0,303.0
10630,10631,No,Points,Postcard,Medium,1,No,High,3,1,2,Yes,1057.0,1985.0,1499.0,585.0,159.0
10631,10632,No,Air Miles,Postcard,Low,1,No,Low,2,1,3,Yes,1053.5,1860.0,1349.0,852.0,153.0
10632,10633,No,Cash Back,Postcard,Medium,1,No,Low,3,1,3,Yes,924.5,1673.0,1057.0,910.0,58.0
10633,10634,No,Points,Letter,Medium,2,No,Low,2,3,3,No,1382.75,1031.0,1084.0,1498.0,1918.0
10634,10635,No,Cash Back,Postcard,Low,1,No,Medium,2,1,4,Yes,699.75,953.0,501.0,612.0,733.0
10635,10636,No,Cash Back,Postcard,Low,2,No,Low,3,1,4,No,264.75,368.0,168.0,375.0,148.0
10636,10637,No,Air Miles,Letter,High,1,Yes,High,2,2,3,Yes,1155.0,967.0,1337.0,1654.0,662.0
10637,10638,No,Points,Postcard,Low,2,No,Medium,2,1,4,Yes,938.5,1251.0,752.0,1126.0,625.0
10638,10639,No,Points,Letter,High,1,No,High,1,1,4,Yes,994.5,1605.0,1054.0,921.0,398.0
10639,10640,No,Air Miles,Postcard,Medium,1,No,High,2,1,5,No,311.5,208.0,123.0,453.0,462.0
10640,10641,No,Points,Letter,High,1,No,Low,1,1,2,Yes,1140.75,1304.0,677.0,1846.0,736.0
10641,10642,No,Cash Back,Letter,Medium,1,No,High,3,1,4,No,953.5,683.0,1257.0,1435.0,439.0
10642,10643,No,Points,Letter,High,1,No,Low,2,2,4,Yes,1316.5,1926.0,1595.0,723.0,1022.0
10643,10644,Yes,Air Miles,Letter,Medium,1,No,Low,1,1,4,Yes,1041.75,1728.0,1214.0,726.0,499.0
10644,10645,No,Cash Back,Letter,Medium,1,No,Medium,2,1,3,Yes,1064.25,1007.0,876.0,1078.0,1296.0
10645,10646,No,Points,Postcard,High,1,No,High,1,1,4,Yes,1116.25,844.0,1223.0,1442.0,956.0
10646,10647,No,Points,Letter,High,3,No,Low,1,1,3,Yes,890.0,998.0,917.0,702.0,943.0
10647,10648,No,Points,Postcard,High,1,No,Low,4,1,4,Yes,142.5,284.0,93.0,76.0,117.0
10648,10649,No,Cash Back,Postcard,Medium,1,No,Low,2,1,4,Yes,212.75,81.0,280.0,405.0,85.0
10649,10650,No,Points,Letter,Low,2,No,Medium,1,3,4,Yes,888.25,650.0,427.0,1121.0,1355.0
10650,10651,No,Cash Back,Postcard,Low,1,No,Medium,4,1,2,Yes,157.0,29.0,38.0,76.0,485.0
10651,10652,No,Points,Postcard,Medium,1,Yes,Low,3,3,4,Yes,301.25,135.0,480.0,350.0,240.0
10652,10653,No,Cash Back,Letter,Low,1,Yes,Medium,2,1,4,No,1018.25,1551.0,1508.0,626.0,388.0
10653,10654,No,Air Miles,Postcard,High,2,No,Low,2,1,5,Yes,865.75,281.0,992.0,1399.0,791.0
10654,10655,No,Air Miles,Postcard,Medium,1,No,Low,3,1,3,Yes,964.5,524.0,912.0,1454.0,968.0
10655,10656,No,Cash Back,Letter,High,1,Yes,Medium,2,1,3,Yes,1833.25,1926.0,1877.0,1847.0,1683.0
10656,10657,No,Air Miles,Letter,High,1,No,Low,2,1,4,No,253.25,158.0,331.0,31.0,493.0
10657,10658,No,Cash Back,Letter,Medium,1,No,Low,1,2,3,Yes,885.25,77.0,1194.0,1270.0,1000.0
10658,10659,No,Points,Letter,Medium,1,No,High,2,1,4,No,1166.75,325.0,1681.0,2115.0,546.0
10659,10660,No,Air Miles,Letter,High,1,Yes,Medium,2,1,4,No,270.25,106.0,375.0,362.0,238.0
10660,10661,No,Points,Letter,Low,1,Yes,Medium,2,1,5,No,826.0,421.0,1146.0,1214.0,523.0
10661,10662,No,Air Miles,Letter,Low,1,No,Low,2,1,3,Yes,728.5,537.0,739.0,923.0,715.0
10662,10663,No,Cash Back,Postcard,High,1,No,Low,2,1,2,No,916.0,647.0,1123.0,954.0,940.0
10663,10664,No,Cash Back,Postcard,Low,2,No,High,3,2,4,Yes,268.5,197.0,229.0,165.0,483.0
10664,10665,No,Cash Back,Letter,Low,1,No,Low,1,1,2,No,959.5,1725.0,1086.0,833.0,194.0
10665,10666,No,Points,Letter,High,1,No,Medium,1,1,3,Yes,389.5,484.0,219.0,392.0,463.0
10666,10667,No,Air Miles,Letter,High,1,No,Medium,2,1,3,Yes,903.0,1443.0,1077.0,437.0,655.0
10667,10668,No,Points,Letter,Medium,1,No,Medium,2,1,5,Yes,1406.75,1155.0,1106.0,1741.0,1625.0
10668,10669,No,Points,Letter,Medium,1,No,High,1,1,3,No,741.0,821.0,989.0,622.0,532.0
10669,10670,Yes,Points,Postcard,Medium,1,No,Low,1,2,2,Yes,159.5,396.0,157.0,57.0,28.0
10670,10671,No,Cash Back,Letter,Medium,1,No,High,1,1,5,Yes,379.0,489.0,389.0,329.0,309.0
10671,10672,No,Air Miles,Letter,Medium,1,No,High,2,1,2,Yes,1094.5,1871.0,1311.0,983.0,213.0
10672,10673,No,Cash Back,Postcard,High,1,Yes,High,1,1,2,No,1193.25,1549.0,1680.0,1110.0,434.0
10673,10674,No,Points,Letter,Medium,2,No,High,2,1,3,Yes,1182.75,718.0,1201.0,860.0,1952.0
10674,10675,No,Points,Letter,Medium,1,No,Low,2,1,2,Yes,1033.25,1295.0,882.0,1076.0,880.0
10675,10676,No,Points,Postcard,Low,1,No,Medium,2,1,3,Yes,767.75,694.0,826.0,734.0,817.0
10676,10677,No,Air Miles,Postcard,Medium,1,Yes,Low,1,1,5,Yes,1041.75,1790.0,1403.0,912.0,62.0
10677,10678,No,Points,Postcard,High,2,No,Low,2,2,5,Yes,1077.0,1039.0,1560.0,805.0,904.0
10678,10679,Yes,Air Miles,Postcard,Medium,2,Yes,Low,1,1,5,Yes,905.75,3.0,833.0,1748.0,1039.0
10679,10680,No,Air Miles,Letter,High,1,No,High,2,1,2,Yes,1687.0,1728.0,1627.0,1874.0,1519.0
10680,10681,No,Air Miles,Letter,Medium,1,No,High,1,2,4,No,985.5,1812.0,1324.0,563.0,243.0
10681,10682,No,Points,Postcard,Medium,2,No,High,1,1,4,No,1087.25,1716.0,1493.0,728.0,412.0
10682,10683,No,Points,Letter,Medium,1,No,Low,3,2,3,Yes,1046.0,1937.0,1052.0,825.0,370.0
10683,10684,No,Points,Postcard,Medium,1,No,Medium,2,2,5,Yes,1519.75,988.0,1289.0,1652.0,2150.0
10684,10685,No,Cash Back,Letter,Medium,1,No,Medium,2,2,3,Yes,1333.25,862.0,1362.0,1949.0,1160.0
10685,10686,No,Points,Letter,Low,1,No,Medium,3,1,3,No,1107.25,1465.0,1476.0,839.0,649.0
10686,10687,No,Cash Back,Postcard,Medium,1,Yes,Medium,3,1,2,No,957.0,701.0,832.0,978.0,1317.0
10687,10688,No,Air Miles,Letter,High,1,No,Medium,1,2,5,Yes,372.5,450.0,288.0,288.0,464.0
10688,10689,No,Cash Back,Letter,Low,1,No,Low,2,1,4,Yes,832.75,1515.0,1121.0,574.0,121.0
10689,10690,No,Cash Back,Letter,High,1,No,Low,1,1,5,No,682.0,523.0,578.0,891.0,736.0
10690,10691,Yes,Air Miles,Postcard,High,1,No,Low,3,1,2,Yes,1152.5,1512.0,1705.0,546.0,847.0
10691,10692,No,Air Miles,Postcard,Medium,2,No,High,3,2,2,No,259.75,334.0,56.0,226.0,423.0
10692,10693,No,Air Miles,Letter,Low,1,No,Medium,1,1,3,No,1104.5,1581.0,960.0,1141.0,736.0
10693,10694,No,Points,Postcard,Medium,2,No,Medium,1,1,3,Yes,1456.75,1439.0,1203.0,1604.0,1581.0
10694,10695,No,Cash Back,Letter,High,1,No,Low,3,1,3,Yes,907.25,1369.0,499.0,1205.0,556.0
10695,10696,No,Cash Back,Letter,High,1,No,High,1,1,3,Yes,605.25,555.0,542.0,692.0,632.0
10696,10697,No,Points,Letter,Medium,1,No,Low,1,1,3,No,732.25,1417.0,826.0,420.0,266.0
10697,10698,No,Cash Back,Letter,High,1,No,Medium,1,2,4,Yes,1253.75,978.0,1377.0,1562.0,1098.0
10698,10699,No,Points,Postcard,Medium,1,No,Low,2,1,5,Yes,1096.75,255.0,1108.0,835.0,2189.0
10699,10700,No,Air Miles,Letter,Medium,1,No,Medium,2,2,2,Yes,1695.5,1535.0,1736.0,1579.0,1932.0
10700,10701,No,Points,Postcard,High,1,No,Medium,3,1,6,Yes,1347.25,348.0,1622.0,2020.0,1399.0
10701,10702,No,Air Miles,Postcard,Medium,1,No,High,1,2,5,No,1047.75,688.0,695.0,921.0,1887.0
10702,10703,No,Air Miles,Postcard,Low,1,No,Medium,1,2,4,No,311.25,396.0,412.0,153.0,284.0
10703,10704,No,Cash Back,Letter,High,1,Yes,High,3,1,3,No,938.0,65.0,1254.0,1661.0,772.0
10704,10705,No,Air Miles,Letter,High,1,No,High,2,1,4,Yes,888.25,51.0,770.0,951.0,1781.0
10705,10706,No,Air Miles,Letter,Low,1,Yes,Low,1,1,4,No,263.75,434.0,324.0,89.0,208.0
10706,10707,No,Air Miles,Letter,Low,1,No,Low,1,2,3,No,372.25,349.0,385.0,488.0,267.0
10707,10708,No,Cash Back,Letter,Medium,1,No,High,1,1,4,No,194.75,457.0,37.0,234.0,51.0
10708,10709,No,Air Miles,Postcard,Low,1,No,High,2,2,4,Yes,973.25,1684.0,947.0,786.0,476.0
10709,10710,No,Points,Letter,Low,2,Yes,High,1,1,4,No,1137.75,1836.0,1483.0,892.0,340.0
10710,10711,No,Air Miles,Letter,High,1,No,High,1,1,4,Yes,238.5,23.0,451.0,274.0,206.0
10711,10712,No,Cash Back,Postcard,High,1,No,Low,3,1,2,Yes,593.5,614.0,666.0,538.0,556.0
10712,10713,No,Air Miles,Letter,Medium,1,No,Medium,2,1,3,Yes,295.5,241.0,439.0,391.0,111.0
10713,10714,No,Air Miles,Postcard,Medium,2,No,Low,2,1,4,Yes,1407.25,803.0,1382.0,1507.0,1937.0
10714,10715,No,Points,Letter,Medium,1,No,Medium,1,1,4,Yes,83.0,153.0,15.0,98.0,66.0
10715,10716,No,Cash Back,Postcard,Medium,1,No,Low,3,1,2,Yes,1474.0,1489.0,1510.0,1557.0,1340.0
10716,10717,No,Cash Back,Postcard,Medium,2,Yes,High,1,2,4,Yes,1252.5,946.0,834.0,1509.0,1721.0
10717,10718,No,Cash Back,Letter,Low,1,No,High,1,2,3,No,216.25,84.0,116.0,490.0,175.0
10718,10719,No,Cash Back,Postcard,Medium,1,Yes,High,2,1,4,Yes,1229.0,139.0,1627.0,1864.0,1286.0
10719,10720,No,Cash Back,Letter,High,1,No,Low,1,2,4,Yes,1066.25,1431.0,904.0,1080.0,850.0
10720,10721,No,Points,Letter,Medium,1,Yes,Medium,2,1,4,Yes,1328.0,411.0,1897.0,1440.0,1564.0
10721,10722,No,Points,Letter,Medium,1,No,High,1,1,5,Yes,1117.5,1206.0,1746.0,1046.0,472.0
10722,10723,No,Air Miles,Postcard,High,1,No,Low,1,2,5,Yes,1008.25,1495.0,1122.0,1191.0,225.0
10723,10724,No,Cash Back,Postcard,Low,1,No,Medium,2,1,3,Yes,1011.25,500.0,944.0,863.0,1738.0
10724,10725,No,Air Miles,Letter,Medium,1,No,Low,1,2,3,Yes,1230.75,2148.0,1071.0,1375.0,329.0
10725,10726,No,Cash Back,Postcard,High,3,No,Low,2,1,4,Yes,977.75,83.0,1837.0,1376.0,615.0
10726,10727,No,Points,Letter,Low,1,No,High,2,1,4,Yes,106.25,207.0,89.0,47.0,82.0
10727,10728,No,Air Miles,Letter,High,1,No,Medium,1,1,3,Yes,935.0,1878.0,1017.0,557.0,288.0
10728,10729,No,Air Miles,Letter,High,1,Yes,Low,2,1,4,Yes,1159.0,125.0,1734.0,1597.0,1180.0
10729,10730,No,Air Miles,Postcard,Medium,1,Yes,Low,2,1,3,Yes,596.75,663.0,564.0,584.0,576.0
10730,10731,No,Cash Back,Postcard,High,1,No,High,3,1,4,Yes,1429.25,1290.0,1100.0,2060.0,1267.0
10731,10732,No,Points,Postcard,Medium,1,Yes,Low,1,1,3,No,1356.5,1005.0,1683.0,1129.0,1609.0
10732,10733,No,Points,Postcard,High,1,No,High,2,1,4,Yes,322.5,122.0,374.0,474.0,320.0
10733,10734,No,Cash Back,Postcard,Low,2,No,High,1,1,3,Yes,1085.0,1583.0,1225.0,781.0,751.0
10734,10735,No,Air Miles,Letter,Low,1,Yes,High,1,1,2,No,792.25,971.0,526.0,676.0,996.0
10735,10736,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,5,No,1613.75,1427.0,1733.0,1526.0,1769.0
